1564617600000,80.64000000,82.71000000,79.65000000,82.15000000,4331.68600000,1564703999999,350878.38241930,2242,2449.51989000,198801.80336420,0
1564704000000,82.18000000,85.21000000,81.49000000,83.93000000,5608.98580000,1564790399999,469316.47905670,2608,2903.86373000,243647.74764260,0
1564790400000,84.10000000,88.14000000,83.95000000,88.03000000,6127.24771000,1564876799999,530409.17261370,2912,3157.83109000,273062.52715140,0
1564876800000,87.90000000,88.90000000,85.39000000,87.76000000,8305.22644000,1564963199999,724853.46871760,3063,4486.77188000,390932.37933600,0
1564963200000,87.66000000,95.00000000,87.63000000,93.55000000,12038.27369000,1565049599999,1112908.73248580,5484,5630.67715000,521704.10113350,0
1565049600000,93.51000000,96.70000000,88.00000000,89.90000000,9765.31877000,1565135999999,908612.19169630,4533,4672.91249000,437072.86826970,0
1565136000000,89.64000000,98.10000000,88.99000000,97.43000000,11463.55455000,1565222399999,1072285.19960780,4364,6043.87281000,567025.30494440,0
1565222400000,97.43000000,97.92000000,91.44000000,95.55000000,10203.96016000,1565308799999,962505.69878740,4024,4607.30841000,435536.89219520,0
1565308800000,95.55000000,96.00000000,91.01000000,93.40000000,7928.63379000,1565395199999,738201.37209460,2734,4720.04372000,439618.03005570,0
1565395200000,93.62000000,95.00000000,90.07000000,90.78000000,4971.03447000,1565481599999,459739.57043570,2338,2514.69309000,233606.76959510,0
1565481600000,90.74000000,93.12000000,88.70000000,92.30000000,6248.07281000,1565567999999,570882.91460100,2650,3610.41716000,329994.38169200,0
1565568000000,92.30000000,92.49000000,89.50000000,91.21000000,2740.82502000,1565654399999,249361.95413940,1325,1028.89458000,93736.76818640,0
1565654400000,91.14000000,92.00000000,84.75000000,85.78000000,11248.43171000,1565740799999,990694.02339190,4007,6533.52642000,575543.83750400,0
1565740800000,85.57000000,85.78000000,78.10000000,78.90000000,7671.97468000,1565827199999,629532.01015860,3678,2629.63545000,215856.23262040,0
1565827200000,79.04000000,82.88000000,78.11000000,82.44000000,4279.06584000,1565913599999,343132.19301830,1845,2162.77290000,173563.46820330,0
1565913600000,82.44000000,83.50000000,78.00000000,82.25000000,7031.69180000,1565999999999,564613.25309010,2899,2731.54142000,220309.52077970,0
1566000000000,81.69000000,83.84000000,80.82000000,81.52000000,3782.16973000,1566086399999,312691.14491450,1640,1470.32262000,121874.34090800,0
1566086400000,81.90000000,87.92000000,81.54000000,87.75000000,4544.88268000,1566172799999,382799.76455440,2245,2211.42267000,186029.39832290,0
1566172800000,87.75000000,91.28000000,84.18000000,89.32000000,7044.43488000,1566259199999,616176.36790950,3056,3426.15218000,300638.07838120,0
1566259200000,89.50000000,91.02000000,84.28000000,85.61000000,7415.67288000,1566345599999,644049.00866490,2843,3445.15192000,300252.87136830,0
1566345600000,85.84000000,86.51000000,78.81000000,80.84000000,7850.57487000,1566431999999,643461.14791700,3173,3429.89511000,280685.99894280,0
1566432000000,81.00000000,83.36000000,78.22000000,82.02000000,4453.88440000,1566518399999,360851.14035590,2353,1865.17036000,151477.44890850,0
1566518400000,82.02000000,83.50000000,80.91000000,82.08000000,4933.07119000,1566604799999,406211.48523410,2327,2204.98336000,181918.50355510,0
1566604800000,82.08000000,82.20000000,78.06000000,80.52000000,4830.64267000,1566691199999,386197.07098170,2385,2037.09793000,162949.74183210,0
1566691200000,80.46000000,82.33000000,79.00000000,80.60000000,4828.89092000,1566777599999,388595.98583750,2037,2840.85394000,228985.18192850,0
1566777600000,80.75000000,83.91000000,79.04000000,79.75000000,5254.40179000,1566863999999,427151.76341110,2271,2481.45988000,202432.53696710,0
1566864000000,79.70000000,80.08000000,77.56000000,78.50000000,4241.47133000,1566950399999,333564.72351230,2049,1415.65524000,111717.27262100,0
1566950400000,78.50000000,79.77000000,71.41000000,72.10000000,9797.75944000,1567036799999,736159.92121060,3528,3744.62019000,284090.91652030,0
1567036800000,72.10000000,72.10000000,66.71000000,66.90000000,7727.18429000,1567123199999,538622.22079920,2788,2620.85553000,182068.00909090,0
1567123200000,66.90000000,68.32000000,65.70000000,67.82000000,6732.76183000,1567209599999,452127.83949990,2369,3070.47622000,206231.58406610,0
1567209600000,67.85000000,68.34000000,66.07000000,67.34000000,3275.36729000,1567295999999,219467.22831760,1043,1845.67418000,123346.95578870,0
