1517443200000,164.83000000,167.20000000,132.00000000,143.69000000,64818.91744000,1517529599999,9681259.49916770,32711,29886.71476000,4465753.55994270,0
1517529600000,144.04000000,147.00000000,108.52000000,131.68000000,124193.03592000,1517615999999,15940474.89218790,55200,51812.38821000,6664419.05236070,0
1517616000000,131.99000000,166.99000000,120.06000000,160.30000000,143242.70975000,1517702399999,21386022.97195930,55345,75068.15025000,11218120.71455160,0
1517702400000,160.86000000,174.75000000,138.00000000,147.09000000,300059.19271000,1517788799999,46812220.17720890,101423,138377.96242000,21607673.59732960,0
1517788800000,147.29000000,153.96000000,116.60000000,125.17000000,299970.42074000,1517875199999,40146290.06977090,91798,143903.02671000,19215186.40728450,0
1517875200000,125.17000000,147.00000000,106.50000000,141.00000000,393108.74790000,1517961599999,49029234.27725300,117861,193845.02323000,24175888.64083430,0
1517961600000,140.96000000,157.00000000,130.01000000,137.21000000,178588.57054000,1518047999999,25755598.05865620,63415,88303.34573000,12736779.38408620,0
1518048000000,137.97000000,143.50000000,137.20000000,142.37000000,3877.47235000,1518134399999,547053.00730280,1385,1905.60024000,268489.35745770,0
1518134400000,142.37000000,164.40000000,142.37000000,163.73000000,65205.08736000,1518220799999,10150897.42150240,27598,32699.20208000,5088066.44558890,0
1518220800000,163.74000000,169.00000000,146.01000000,154.65000000,133107.16189000,1518307199999,21097674.31395380,57987,63172.37194000,10014612.25213940,0
1518307200000,154.62000000,156.10000000,139.00000000,148.28000000,90638.82249000,1518393599999,13496062.27590880,51011,42721.53643000,6352773.85900540,0
1518393600000,148.28000000,163.75000000,146.04000000,161.49000000,92515.29686000,1518479999999,14589621.47037760,49748,45833.44529000,7226598.56710700,0
1518480000000,161.55000000,162.95000000,152.00000000,159.63000000,76565.21628000,1518566399999,12069558.83417410,40116,36067.65160000,5682209.14513960,0
1518566400000,159.45000000,218.60000000,158.94000000,212.25000000,734010.65110000,1518652799999,144508206.89091850,274802,353663.59617000,69704908.01745660,0
1518652800000,212.25000000,236.66000000,206.50000000,220.64000000,676400.69461000,1518739199999,150844274.53771310,285935,328717.11409000,73340181.62978030,0
1518739200000,220.64000000,235.58000000,208.56000000,228.08000000,408040.45123000,1518825599999,90688669.04928490,183771,200015.78840000,44456763.58195970,0
1518825600000,228.00000000,232.20000000,222.78000000,228.00000000,190064.55131000,1518911999999,43303634.02177070,88178,88820.88315000,20252097.76582040,0
1518912000000,228.08000000,231.39000000,210.10000000,213.66000000,302164.90588000,1518998399999,66870686.08985430,134218,143625.12839000,31788439.12515750,0
1518998400000,213.23000000,226.50000000,196.00000000,221.44000000,171716.19683000,1519084799999,37779444.70496560,83172,83717.63492000,18469716.14117120,0
1519084800000,221.44000000,254.80000000,221.00000000,228.51000000,534334.84146000,1519171199999,128317944.01818600,198469,262679.81851000,63044328.88227120,0
1519171200000,228.50000000,233.53000000,203.12000000,209.60000000,493443.00002000,1519257599999,106976453.09278310,174112,238801.17417000,51774388.91609980,0
1519257600000,209.60000000,222.00000000,188.00000000,192.61000000,396496.54890000,1519343999999,80299085.59456320,152795,189954.96977000,38471408.79557930,0
1519344000000,192.69000000,216.28000000,182.00000000,206.40000000,427034.15419000,1519430399999,85820511.91913450,168771,212092.58389000,42574241.82317950,0
1519430400000,206.38000000,219.00000000,192.30000000,206.50000000,326443.09261000,1519516799999,67239268.01249550,118056,150389.37783000,31010729.50580580,0
1519516800000,206.69000000,223.17000000,198.94000000,217.78000000,314689.26189000,1519603199999,66459733.72921810,98439,158263.98399000,33434766.03982420,0
1519603200000,218.16000000,232.30000000,214.43000000,218.50000000,408480.12476000,1519689599999,91104241.05865880,130023,190918.09356000,42612183.53968740,0
1519689600000,218.25000000,224.36000000,211.80000000,214.60000000,248945.78729000,1519775999999,54293702.44714690,80132,103419.72390000,22549585.70914150,0
1519776000000,214.94000000,223.71000000,201.50000000,201.86000000,185588.08799000,1519862399999,39526352.13112940,64499,83032.24038000,17713389.50017380,0
